25-Jul-2023 18:27:55,180,6.997131,7.006349,-8.931089e-05,0.4308488
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:28:00,184,6.997313,7.006368,-9.031838e-05,0.4349546
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:28:04,189,6.9972,7.006274,-7.055591e-05,0.4350387
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:28:09,193,6.997168,7.006438,-6.861842e-05,0.4261442
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:28:14,198,6.996985,7.006364,-5.435845e-05,0.4240792
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:28:18,203,6.997062,7.00634,-6.714592e-05,0.4380801
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:28:23,207,6.997084,7.0063,-8.07859e-05,0.4310577
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:28:27,212,6.997203,7.00638,-7.536091e-05,0.4378654
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:28:32,217,6.997155,7.006408,-7.80734e-05,0.4316112
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:28:37,221,6.997192,7.006262,-7.536091e-05,0.4378823
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:28:41,226,6.997126,7.006303,-6.265093e-05,0.4346156
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:28:46,230,6.997089,7.006313,-5.970594e-05,0.43854
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:28:51,235,6.997144,7.006362,-6.350343e-05,0.4349024
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:28:55,240,6.997095,7.006316,-6.048094e-05,0.4352438
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:29:00,244,6.997286,7.006369,-7.474091e-05,0.4377189
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:29:05,249,6.997129,7.00636,-6.195343e-05,0.4366806
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:29:09,254,6.997232,7.006338,-8.915589e-05,0.4294729
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:29:14,258,6.996943,7.006187,-5.606344e-05,0.4317937
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:29:18,263,6.997012,7.006284,-6.164343e-05,0.4339308
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:29:23,267,6.997184,7.006248,-7.396591e-05,0.4367942
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:29:28,272,6.997068,7.006327,-5.668344e-05,0.4300469
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:29:32,277,6.997192,7.00631,-5.397095e-05,0.4235405
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:29:37,281,6.99713,7.006313,-5.249845e-05,0.4324461
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:29:41,286,6.997134,7.00642,-6.730092e-05,0.4324829
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:29:46,291,6.997154,7.006336,-7.086591e-05,0.4323344
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:29:51,295,6.997025,7.006315,-7.93134e-05,0.4345875
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
25-Jul-2023 18:29:55,300,6.997098,7.006327,-8.861339e-05,0.4398076
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:46:03,4,6.997379,0.9534642,-5.645094e-05,2.002026
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:46:07,9,6.99748,0.9461015,-5.187845e-05,2.00199
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:46:15,13,6.997505,0.9397248,-5.637344e-05,2.001966
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:50:23,4,6.997218,0.9437518,-9.574337e-05,2.002767
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:50:28,9,6.997264,0.9370814,-0.0001086859,2.002772
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:50:33,13,6.997129,0.9313102,-7.102091e-05,2.002752
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:50:37,18,6.997117,0.9263334,-7.024591e-05,2.002747
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:50:42,23,6.997294,0.9221784,-9.605337e-05,2.002732
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:50:47,27,6.997243,0.9184383,-9.109338e-05,2.002725
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:50:51,32,6.996982,0.9153218,-6.381343e-05,2.002695
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:50:56,36,6.997176,0.9127261,-6.947092e-05,2.002679
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:51:00,41,6.997093,0.9102693,-9.210088e-05,2.00265
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:51:05,46,6.997137,0.9082701,-6.544092e-05,2.002661
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:51:10,50,6.997082,0.9064688,-6.350343e-05,2.002627
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:51:14,55,6.997263,0.9049104,-0.0001002384,2.002622
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:51:19,60,6.997327,0.9035634,-9.799087e-05,2.002618
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:51:23,64,6.997138,0.9023628,-7.218341e-05,2.002615
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
26-Jul-2023 10:51:28,69,6.997077,0.9013018,-7.551591e-05,2.002585
DateTime,Time_S,Volt1_V PS0,Volt2_V PS0,Curr1_A PS0,Curr2_A PS0
