DateTime,Time_S,Volt1_V PS1,Curr1_A PS1,Volt2_V PS1,Curr2_A PS1
16-Nov-2023 14:50:49,0.48118138313293457,2.001826,0.0002492483,1.995464,0.0004216853
16-Nov-2023 14:50:50,1.0486819744110107,2.001796,0.0002366824,1.995447,0.0004222992
16-Nov-2023 14:50:50,1.5984485149383545,2.001719,0.0002559553,1.995449,0.0004228108
16-Nov-2023 14:50:51,2.1646595001220703,2.001781,0.0002332903,1.99545,0.0004266987
16-Nov-2023 14:50:52,2.746431589126587,2.001684,0.0002524091,1.995417,0.0004324283
16-Nov-2023 14:50:52,3.2976648807525635,2.001663,0.0002729155,1.995381,0.0004318144
16-Nov-2023 14:50:53,3.8537724018096924,2.001811,0.0002652064,1.99539,0.0004385672
16-Nov-2023 14:50:53,4.4288170337677,2.001942,0.0002324423,1.995399,0.0004334515
16-Nov-2023 14:50:54,4.995905160903931,2.001934,0.0002141715,1.995426,0.0004341677
16-Nov-2023 14:50:54,5.56071400642395,2.001934,0.0002181032,1.995386,0.00043427
16-Nov-2023 14:50:56,6.119666814804077,2.001819,0.0002336758,1.995429,0.0004381579
16-Nov-2023 14:50:56,6.702589988708496,2.001738,0.000262431,1.995485,0.000430382
16-Nov-2023 14:50:56,7.058742523193359,2.001714,0.0002571888,1.995482,0.0004275172
16-Nov-2023 14:50:56,7.394011497497559,2.001748,0.0002558782,1.995481,0.0004294612
16-Nov-2023 14:50:56,7.670747995376587,2.00179,0.0002522549,1.995487,0.0004288473
16-Nov-2023 14:50:57,7.956033229827881,2.001858,0.0002463188,1.995482,0.0004295635
16-Nov-2023 14:50:57,8.232909917831421,2.001799,0.0002600412,1.995464,0.0004302797
16-Nov-2023 14:50:58,8.510486364364624,2.001802,0.0002517924,1.995435,0.0004336561
16-Nov-2023 14:51:49,7.585559368133545,2.0019,0.0002326736,1.99546,0.0004279265
16-Nov-2023 14:51:50,8.149261236190796,2.001722,0.0002537968,1.995498,0.0004229131
16-Nov-2023 14:51:51,8.730090141296387,2.001729,0.0002739948,1.995476,0.0004146256
16-Nov-2023 14:51:51,9.085334062576294,2.001783,0.000265746,1.995466,0.0004161603
16-Nov-2023 14:51:51,9.403372287750244,2.001813,0.0002558782,1.995485,0.0004198437
16-Nov-2023 14:51:51,9.686412334442139,2.001839,0.0002527175,1.995497,0.0004222992
16-Nov-2023 14:51:51,9.973279476165771,2.001848,0.0002490942,1.995528,0.0004247547
16-Nov-2023 14:51:52,10.250463247299194,2.001825,0.0002426955,1.995545,0.0004281311
16-Nov-2023 14:51:52,10.530773401260376,2.001839,0.0002500192,1.99555,0.0004244478
