DateTime,Time_S,Volt1_V PS0,Curr1_A PS0,Volt2_V PS0,Curr2_A PS0
16-Nov-2023 15:09:16,14.376871109008789,3.603004,0.03190895,3.603117,0.03249264
16-Nov-2023 15:09:17,14.661623001098633,3.602986,0.03191352,3.603104,0.03249143
16-Nov-2023 15:09:17,14.947349548339844,3.602931,0.03191994,3.603116,0.03248717
16-Nov-2023 15:09:17,15.232316493988037,3.602876,0.03192025,3.603125,0.03248513
16-Nov-2023 15:09:17,15.516644954681396,3.602859,0.03191591,3.603142,0.0324842
16-Nov-2023 15:09:18,15.803873300552368,3.602875,0.03191174,3.603146,0.03248652
16-Nov-2023 15:09:18,16.092071294784546,3.602875,0.03191189,3.603162,0.03248661
16-Nov-2023 15:09:18,16.37530493736267,3.602968,0.03191042,3.603167,0.03249218
16-Nov-2023 15:09:19,16.660625457763672,3.602988,0.03191328,3.603178,0.03249338
16-Nov-2023 15:09:19,16.95172953605652,3.603021,0.03191622,3.603202,0.03249505
16-Nov-2023 15:09:19,17.23179340362549,3.603032,0.03191537,3.603243,0.03249162
16-Nov-2023 15:09:19,17.52056384086609,3.603045,0.03191352,3.60324,0.0324958
16-Nov-2023 15:09:20,17.80335783958435,3.603036,0.03191127,3.603261,0.03248838
16-Nov-2023 15:09:20,18.090125560760498,3.60301,0.03191251,3.60325,0.03248457
16-Nov-2023 15:09:20,18.371397018432617,3.602986,0.03191545,3.603241,0.03248754
16-Nov-2023 15:09:21,18.65877676010132,3.602934,0.03191599,3.603207,0.03248708
16-Nov-2023 15:09:21,18.943564653396606,3.602886,0.03191723,3.603196,0.03248355
16-Nov-2023 15:09:21,19.228209257125854,3.602854,0.03192017,3.603174,0.03248531
16-Nov-2023 15:09:21,19.509950876235962,3.602913,0.0319218,3.603181,0.03249283
16-Nov-2023 15:09:22,19.805586099624634,3.602975,0.03192063,3.603178,0.03248893
16-Nov-2023 15:09:22,20.09075951576233,3.602951,0.03192504,3.603178,0.03249209
16-Nov-2023 15:09:22,20.37563395500183,3.602943,0.03192768,3.603193,0.03249412
16-Nov-2023 15:09:23,20.665468454360962,3.602925,0.03192319,3.603186,0.0324958
16-Nov-2023 15:09:23,20.943504571914673,3.602955,0.03191785,3.6032,0.03249348
16-Nov-2023 15:09:23,21.235134840011597,3.602871,0.03192087,3.603224,0.0324995
16-Nov-2023 15:09:23,21.51417088508606,3.602909,0.0319187,3.603221,0.03249811
16-Nov-2023 15:09:24,21.815185546875,3.602961,0.03191685,3.60321,0.03249635
16-Nov-2023 15:09:24,22.096543312072754,3.602934,0.0319187,3.603212,0.03248782
16-Nov-2023 15:09:24,22.38945698738098,3.602994,0.03191313,3.603189,0.03249079
16-Nov-2023 15:09:25,22.67121458053589,3.603019,0.03191816,3.603175,0.03248717
16-Nov-2023 15:09:25,22.954327821731567,3.60297,0.03192288,3.603197,0.03248615
16-Nov-2023 15:09:25,23.237934589385986,3.602993,0.03192195,3.603214,0.03249236
16-Nov-2023 15:09:25,23.531979084014893,3.603016,0.03192203,3.603238,0.03250284
16-Nov-2023 15:09:26,23.810529470443726,3.602992,0.03192149,3.603258,0.03250377
16-Nov-2023 15:09:26,24.10089087486267,3.603004,0.03191685,3.60325,0.03250451
16-Nov-2023 15:09:26,24.380568265914917,3.602926,0.03191715,3.603245,0.03251202
16-Nov-2023 15:09:27,24.665001392364502,3.602968,0.03191777,3.603249,0.03251518
16-Nov-2023 15:09:27,24.94621968269348,3.602919,0.03191584,3.603245,0.03252047
16-Nov-2023 15:09:27,25.243220567703247,3.602955,0.03191963,3.603234,0.03251944
16-Nov-2023 15:09:27,25.526105165481567,3.602975,0.03191483,3.603223,0.03252445
16-Nov-2023 15:09:28,25.810878038406372,3.602929,0.03191599,3.603227,0.03252352
16-Nov-2023 15:09:28,26.098182678222656,3.6029,0.03192218,3.603216,0.03252538
16-Nov-2023 15:09:28,26.40142560005188,3.602932,0.0319228,3.603242,0.0325277
16-Nov-2023 15:09:29,26.680761337280273,3.602919,0.03192017,3.603225,0.03252863
16-Nov-2023 15:09:29,26.9601948261261,3.602903,0.03192125,3.603245,0.03252835
16-Nov-2023 15:09:29,27.254146575927734,3.602871,0.03192319,3.603242,0.03252687
16-Nov-2023 15:09:29,27.537280797958374,3.602931,0.03192195,3.603246,0.03252445
16-Nov-2023 15:09:30,27.82015371322632,3.602914,0.03192265,3.603218,0.03251954
16-Nov-2023 15:09:30,28.110853910446167,3.602857,0.03192636,3.603214,0.03251907
16-Nov-2023 15:09:30,28.404765844345093,3.602808,0.03193085,3.603224,0.03251963
16-Nov-2023 15:09:31,28.698759078979492,3.602825,0.03192798,3.603212,0.03251926
16-Nov-2023 15:09:31,28.977291107177734,3.602893,0.03192234,3.603201,0.0325239
16-Nov-2023 15:09:31,29.272477626800537,3.602911,0.03191584,3.6032,0.03253187
16-Nov-2023 15:09:31,29.570590257644653,3.602932,0.03191607,3.603203,0.03253549
16-Nov-2023 15:09:32,29.844780921936035,3.60292,0.03192164,3.603164,0.03253642
16-Nov-2023 15:09:32,30.126827716827393,3.602899,0.03192118,3.603143,0.03253632
16-Nov-2023 15:09:32,30.407543182373047,3.602856,0.03192365,3.603137,0.03253484
16-Nov-2023 15:09:33,30.70365858078003,3.60286,0.03192574,3.603115,0.03253094
16-Nov-2023 15:09:33,30.999115467071533,3.602866,0.03192528,3.603084,0.0325277
16-Nov-2023 15:09:33,31.27705979347229,3.60292,0.0319204,3.60312,0.03252
16-Nov-2023 15:09:33,31.565669775009155,3.602938,0.03192218,3.60311,0.03251573
16-Nov-2023 15:09:34,31.84623432159424,3.602972,0.03192087,3.603112,0.03251119
16-Nov-2023 15:09:34,32.129348039627075,3.60299,0.031918,3.603134,0.03250655
16-Nov-2023 15:09:34,32.411041021347046,3.603013,0.03191274,3.603167,0.03250628
16-Nov-2023 15:09:35,32.69606399536133,3.603031,0.03191383,3.603161,0.03251166
16-Nov-2023 15:09:35,32.97545289993286,3.603019,0.03191359,3.603169,0.03251833
16-Nov-2023 15:09:35,33.266149044036865,3.602996,0.03191762,3.603175,0.03252028
16-Nov-2023 15:09:35,33.55868482589722,3.603025,0.03191646,3.603159,0.0325225
16-Nov-2023 15:09:36,33.836108922958374,3.603012,0.03192133,3.603162,0.03252751
16-Nov-2023 15:09:36,34.117252349853516,3.60297,0.03192551,3.603168,0.03253224
16-Nov-2023 15:09:36,34.398505210876465,3.602951,0.03192489,3.603214,0.03253094
16-Nov-2023 15:09:37,34.67733979225159,3.602881,0.03192319,3.603212,0.03253048
16-Nov-2023 15:09:37,34.955135345458984,3.602882,0.03192412,3.603227,0.03252937
16-Nov-2023 15:09:37,35.23493719100952,3.602863,0.03192868,3.603249,0.03252974
16-Nov-2023 15:09:37,35.512006521224976,3.602851,0.03192876,3.603238,0.03252659
16-Nov-2023 15:09:38,35.79161262512207,3.602871,0.031931,3.60324,0.03253104
16-Nov-2023 15:09:38,36.0630989074707,3.60287,0.03193,3.603285,0.03253299
16-Nov-2023 15:09:42,40.55819344520569,3.602977,0.0,0.004259155,0.0006399975
16-Nov-2023 15:09:43,40.83837103843689,0.001797555,0.0003570646,0.004246751,0.0006349894
16-Nov-2023 15:09:43,41.12497043609619,0.001816746,0.0003586119,0.004217542,0.0006288683
16-Nov-2023 15:09:43,41.40752601623535,0.001844914,0.0003581478,0.004224744,0.0006304449
16-Nov-2023 15:09:44,41.68485903739929,0.001900012,0.0003559041,0.004220743,0.0006281263
